player,venue,venue_runs_avg,venue_strike_rate_avg
AT Rayudu,"Punjab Cricket Association Stadium, Mohali",20.2,194.63659147869674
AT Rayudu,Rajiv Gandhi International Stadium,35.0,119.1870441870442
AT Rayudu,"Rajiv Gandhi International Stadium, Uppal",35.0,111.2598798716811
AT Rayudu,Sawai Mansingh Stadium,21.4,86.46575239385217
AT Rayudu,"Sawai Mansingh Stadium, Jaipur",0.0,0.0
AT Rayudu,Sharjah Cricket Stadium,22.0,120.7967032967033
AT Rayudu,Sheikh Zayed Stadium,38.4,110.87943262411348
AT Rayudu,Subrata Roy Sahara Stadium,13.5,73.18840579710144
AT Rayudu,Wankhede Stadium,19.547619047619047,111.50575981220871
AT Rayudu,"Wankhede Stadium, Mumbai",23.375,124.60259103641457
AT Rayudu,"Zayed Cricket Stadium, Abu Dhabi",6.0,80.55555555555556
Abdul Samad,"Arun Jaitley Stadium, Delhi",17.0,140.27777777777777
Abdul Samad,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",10.0,132.31060606060606
Abdul Samad,"Dr DY Patil Sports Academy, Mumbai",0.0,0.0
Abdul Samad,Dubai International Cricket Stadium,15.2,131.96825396825395
Abdul Samad,"Eden Gardens, Kolkata",10.5,143.1818181818182
Abdul Samad,"Himachal Pradesh Cricket Association Stadium, Dharamsala",45.0,187.5
Abdul Samad,"M Chinnaswamy Stadium, Bengaluru",37.0,370.0
Abdul Samad,"MA Chidambaram Stadium, Chepauk, Chennai",8.166666666666666,88.42592592592592
Abdul Samad,"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur",25.0,208.3333333333333
Abdul Samad,"Maharashtra Cricket Association Stadium, Pune",4.0,66.66666666666666
Abdul Samad,"Narendra Modi Stadium, Ahmedabad",16.333333333333332,157.93650793650795
Abdul Samad,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",20.285714285714285,146.98884069756937
Abdul Samad,"Sawai Mansingh Stadium, Jaipur",23.5,291.6666666666667
Abdul Samad,Sharjah Cricket Stadium,13.0,133.59788359788362
Abdul Samad,Sheikh Zayed Stadium,23.333333333333332,174.91246498599438
Abdul Samad,"Wankhede Stadium, Mumbai",2.5,62.5
Abdul Samad,"Zayed Cricket Stadium, Abu Dhabi",1.5,49.99999999999999
Abhishek Sharma,Arun Jaitley Stadium,21.0,147.3684210526316
Abhishek Sharma,"Arun Jaitley Stadium, Delhi",48.333333333333336,256.48148148148147
Abhishek Sharma,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",46.5,253.75
Abhishek Sharma,"Brabourne Stadium, Mumbai",19.0,104.84126984126983
Abhishek Sharma,"Dr DY Patil Sports Academy, Mumbai",40.25,130.85795454545456
Abhishek Sharma,"Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium, Visakhapatnam",1.0,100.0
Abhishek Sharma,Dubai International Cricket Stadium,15.4,139.08333333333334
Abhishek Sharma,"Eden Gardens, Kolkata",22.0,129.99656002751976
Abhishek Sharma,"M Chinnaswamy Stadium, Bengaluru",34.0,154.54545454545453
Abhishek Sharma,"MA Chidambaram Stadium, Chepauk, Chennai",10.0,101.53846153846155
Abhishek Sharma,"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur",16.0,145.45454545454547
Abhishek Sharma,"Maharashtra Cricket Association Stadium, Pune",30.333333333333332,123.50168900512149
Abhishek Sharma,"Narendra Modi Stadium, Ahmedabad",27.75,125.1219512195122
Abhishek Sharma,Rajiv Gandhi International Stadium,3.5,116.66666666666667
Abhishek Sharma,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",30.235294117647058,162.9485057426234
Abhishek Sharma,"Sawai Mansingh Stadium, Jaipur",55.0,161.76470588235296
Abhishek Sharma,Sharjah Cricket Stadium,12.0,125.12820512820512
Abhishek Sharma,Sheikh Zayed Stadium,1.5,83.33333333333333
Abhishek Sharma,Wankhede Stadium,2.0,66.66666666666666
Abhishek Sharma,"Wankhede Stadium, Mumbai",28.0,98.45734126984127
Abhishek Sharma,"Zayed Cricket Stadium, Abu Dhabi",23.0,168.125
Abishek Porel,"Arun Jaitley Stadium, Delhi",33.27272727272727,161.14360859336935
Abishek Porel,"Barsapara Cricket Stadium, Guwahati",7.0,77.77777777777779
Abishek Porel,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",51.0,141.66666666666669
Abishek Porel,"Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium, Visakhapatnam",10.75,92.22222222222223
Abishek Porel,"Eden Gardens, Kolkata",18.0,120.0
Abishek Porel,"M Chinnaswamy Stadium, Bengaluru",4.666666666666667,76.38888888888889
Abishek Porel,"MA Chidambaram Stadium, Chepauk, Chennai",33.0,165.0
Abishek Porel,"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur",32.0,320.0
Abishek Porel,"Narendra Modi Stadium, Ahmedabad",16.5,207.14285714285714
Abishek Porel,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",8.0,80.0
Abishek Porel,"Sawai Mansingh Stadium, Jaipur",9.0,90.0
Abishek Porel,"Wankhede Stadium, Mumbai",23.5,99.46236559139784
Anuj Rawat,"Arun Jaitley Stadium, Delhi",8.0,266.66666666666663
Anuj Rawat,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",9.0,81.81818181818183
Anuj Rawat,"Brabourne Stadium, Mumbai",0.0,0.0
Anuj Rawat,"Dr DY Patil Sports Academy, Mumbai",9.25,65.0
Anuj Rawat,"Eden Gardens, Kolkata",1.0,20.0
Anuj Rawat,"M Chinnaswamy Stadium, Bengaluru",14.666666666666666,105.17316017316018
Anuj Rawat,"MA Chidambaram Stadium, Chepauk, Chennai",48.0,192.0
Anuj Rawat,"Maharashtra Cricket Association Stadium, Pune",66.0,140.4255319148936
Anuj Rawat,"Sawai Mansingh Stadium, Jaipur",29.0,263.6363636363636
Anuj Rawat,Sharjah Cricket Stadium,0.0,0.0
Anuj Rawat,"Wankhede Stadium, Mumbai",10.666666666666666,84.66666666666667
Azhar Mahmood,Brabourne Stadium,6.0,85.71428571428571
Azhar Mahmood,Eden Gardens,2.0,28.57142857142857
Azhar Mahmood,Feroz Shah Kotla,9.0,128.57142857142858
Azhar Mahmood,Himachal Pradesh Cricket Association Stadium,33.5,118.5893054314107
Azhar Mahmood,M Chinnaswamy Stadium,31.5,99.39024390243902
Azhar Mahmood,"MA Chidambaram Stadium, Chepauk",18.0,150.0
Azhar Mahmood,"Punjab Cricket Association Stadium, Mohali",16.0,100.83333333333333
Azhar Mahmood,"Rajiv Gandhi International Stadium, Uppal",9.0,127.77777777777779
Azhar Mahmood,Sawai Mansingh Stadium,23.0,115.0
Azhar Mahmood,Wankhede Stadium,9.5,106.04395604395604
B Chipli,Dr DY Patil Sports Academy,5.0,125.0
B Chipli,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,5.5,63.888888888888886
B Chipli,Eden Gardens,48.0,120.0
B Chipli,Feroz Shah Kotla,15.0,156.86274509803923
B Chipli,M Chinnaswamy Stadium,6.666666666666667,78.52813852813854
B Chipli,"MA Chidambaram Stadium, Chepauk",17.0,113.33333333333331
B Chipli,Nehru Stadium,4.0,40.0
B Chipli,"Rajiv Gandhi International Stadium, Uppal",16.857142857142858,111.80272108843538
B Chipli,Subrata Roy Sahara Stadium,16.0,94.11764705882352
B Chipli,Wankhede Stadium,5.5,62.12121212121212
B Kumar,"Arun Jaitley Stadium, Delhi",14.0,140.0
B Kumar,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",3.0,150.0
B Kumar,"Brabourne Stadium, Mumbai",5.0,166.66666666666669
B Kumar,Dr DY Patil Sports Academy,1.0,100.0
B Kumar,"Dr DY Patil Sports Academy, Mumbai",1.0,50.0
B Kumar,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,1.0,50.0
B Kumar,Dubai International Cricket Stadium,4.0,88.8888888888889
B Kumar,Eden Gardens,8.0,201.78571428571428
B Kumar,Feroz Shah Kotla,1.0,50.0
B Kumar,M Chinnaswamy Stadium,3.5,75.0
B Kumar,"M Chinnaswamy Stadium, Bengaluru",3.3333333333333335,45.51282051282052
B Kumar,M.Chinnaswamy Stadium,7.0,140.0
B Kumar,"MA Chidambaram Stadium, Chepauk",2.0,50.0
B Kumar,"MA Chidambaram Stadium, Chepauk, Chennai",1.4,56.666666666666664
B Kumar,"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur",6.0,75.0
B Kumar,Maharashtra Cricket Association Stadium,0.0,0.0
B Kumar,"Maharashtra Cricket Association Stadium, Pune",4.5,92.85714285714286
B Kumar,"Narendra Modi Stadium, Ahmedabad",9.333333333333334,51.28205128205128
B Kumar,Rajiv Gandhi International Stadium,1.25,33.33333333333333
B Kumar,"Rajiv Gandhi International Stadium, Uppal",4.166666666666667,68.75
B Kumar,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",5.6,100.0
B Kumar,"Sardar Patel Stadium, Motera",0.0,0.0
B Kumar,Sawai Mansingh Stadium,2.0,42.5
B Kumar,Shaheed Veer Narayan Singh International Stadium,13.0,185.7142857142857
B Kumar,Sharjah Cricket Stadium,2.0,69.44444444444444
B Kumar,Subrata Roy Sahara Stadium,6.555555555555555,89.81481481481482
B Kumar,Wankhede Stadium,5.0,90.3030303030303
B Kumar,"Wankhede Stadium, Mumbai",4.5,94.44444444444444
B Sai Sudharsan,"Arun Jaitley Stadium, Delhi",78.33333333333333,157.62750455373407
B Sai Sudharsan,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",43.5,153.17567567567568
B Sai Sudharsan,"Brabourne Stadium, Mumbai",23.0,128.93217893217894
B Sai Sudharsan,"Dr DY Patil Sports Academy, Mumbai",38.0,127.43764172335602
B Sai Sudharsan,"Eden Gardens, Kolkata",52.0,144.44444444444443
B Sai Sudharsan,"M Chinnaswamy Stadium, Bengaluru",27.5,89.48412698412699
B Sai Sudharsan,"MA Chidambaram Stadium, Chepauk, Chennai",37.0,119.35483870967742
B Sai Sudharsan,"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur",31.0,91.17647058823528
B Sai Sudharsan,"Maharaja Yadavindra Singh International Cricket Stadium, New Chandigarh",80.0,163.26530612244898
B Sai Sudharsan,"Narendra Modi Stadium, Ahmedabad",50.94736842105263,155.3227821390739
B Sai Sudharsan,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",19.0,95.0
B Sai Sudharsan,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",5.0,55.55555555555556
B Sai Sudharsan,"Sawai Mansingh Stadium, Jaipur",37.0,125.34482758620689
B Sai Sudharsan,"Wankhede Stadium, Mumbai",5.0,100.0
BA Stokes,Arun Jaitley Stadium,1.0,50.0
BA Stokes,Dubai International Cricket Stadium,21.8,107.36198450672137
BA Stokes,Eden Gardens,12.0,95.98290598290596
BA Stokes,Feroz Shah Kotla,33.0,132.0
BA Stokes,Holkar Cricket Stadium,31.0,144.79166666666666
BA Stokes,M Chinnaswamy Stadium,2.0,66.66666666666666
BA Stokes,M.Chinnaswamy Stadium,27.0,128.57142857142858
BA Stokes,MA Chidambaram Stadium,46.0,176.9230769230769
BA Stokes,"MA Chidambaram Stadium, Chepauk, Chennai",8.0,100.0
BA Stokes,Maharashtra Cricket Association Stadium,36.2,117.24495924495925
BA Stokes,"Narendra Modi Stadium, Ahmedabad",7.0,116.66666666666669
BA Stokes,Rajiv Gandhi International Stadium,10.5,120.13888888888889
BA Stokes,"Rajiv Gandhi International Stadium, Uppal",39.0,156.0
BA Stokes,Saurashtra Cricket Association Stadium,25.0,138.88888888888889
BA Stokes,Sawai Mansingh Stadium,12.083333333333334,110.16022557689224
BA Stokes,Sheikh Zayed Stadium,58.666666666666664,181.12276612276614
BA Stokes,Wankhede Stadium,17.0,141.66666666666669
BA Stokes,"Wankhede Stadium, Mumbai",0.0,0.0
BB McCullum,Barabati Stadium,21.5,112.45210727969351
BB McCullum,Brabourne Stadium,14.0,127.27272727272728
BB McCullum,Buffalo Park,5.0,71.42857142857143
BB McCullum,Dr DY Patil Sports Academy,0.0,0.0
BB McCullum,Dubai International Cricket Stadium,38.5,96.98113207547169
BB McCullum,Eden Gardens,26.266666666666666,124.9139606611653
BB McCullum,Feroz Shah Kotla,36.333333333333336,122.4336136405102
BB McCullum,Green Park,27.0,188.88888888888889
BB McCullum,Holkar Cricket Stadium,30.5,204.25925925925924
BB McCullum,JSCA International Stadium Complex,27.0,162.05128205128204
BB McCullum,Kingsmead,16.25,119.23491379310344
BB McCullum,M Chinnaswamy Stadium,34.857142857142854,100.74577249234783
BB McCullum,M.Chinnaswamy Stadium,19.75,97.4702380952381
BB McCullum,"MA Chidambaram Stadium, Chepauk",31.5,130.64082931272847
BB McCullum,Maharashtra Cricket Association Stadium,31.0,176.2626262626263
BB McCullum,Nehru Stadium,20.0,79.10984848484848
BB McCullum,New Wanderers Stadium,13.0,155.55555555555554
BB McCullum,Newlands,2.5,36.666666666666664
BB McCullum,"Punjab Cricket Association IS Bindra Stadium, Mohali",0.0,0.0
BB McCullum,"Punjab Cricket Association Stadium, Mohali",10.5,91.66666666666667
BB McCullum,"Rajiv Gandhi International Stadium, Uppal",8.0,108.94736842105264
BB McCullum,"Sardar Patel Stadium, Motera",12.0,171.42857142857142
BB McCullum,Saurashtra Cricket Association Stadium,28.0,115.9874899373239
BB McCullum,Sawai Mansingh Stadium,2.0,50.0
BB McCullum,Shaheed Veer Narayan Singh International Stadium,11.0,52.38095238095239
BB McCullum,Sharjah Cricket Stadium,40.0,121.21212121212122
BB McCullum,Sheikh Zayed Stadium,38.0,119.44444444444444
BB McCullum,St George's Park,10.0,40.64516129032258
BB McCullum,Subrata Roy Sahara Stadium,36.0,90.72997416020672
BB McCullum,SuperSport Park,82.5,153.91214824982842
BB McCullum,Wankhede Stadium,31.714285714285715,125.64166097060834
BJ Hodge,Buffalo Park,73.0,123.72881355932203
BJ Hodge,Dr DY Patil Sports Academy,26.0,126.38888888888887
BJ Hodge,Eden Gardens,15.5,75.89225589225589
BJ Hodge,Feroz Shah Kotla,26.25,144.96442255062945
BJ Hodge,Holkar Cricket Stadium,18.5,130.39215686274514
BJ Hodge,Kingsmead,10.75,78.09837092731829
BJ Hodge,M Chinnaswamy Stadium,6.333333333333333,56.045751633986924
BJ Hodge,"MA Chidambaram Stadium, Chepauk",21.0,110.47619047619048
BJ Hodge,Nehru Stadium,21.6,113.34603174603176
BJ Hodge,New Wanderers Stadium,24.0,58.53658536585366
BJ Hodge,Newlands,18.0,81.30252100840335
BJ Hodge,"Punjab Cricket Association Stadium, Mohali",22.666666666666668,123.06397306397305
BJ Hodge,"Rajiv Gandhi International Stadium, Uppal",8.0,114.28571428571428
BJ Hodge,"Sardar Patel Stadium, Motera",38.0,119.60784313725489
BJ Hodge,Sawai Mansingh Stadium,20.266666666666666,112.74457215836527
BJ Hodge,Sheikh Zayed Stadium,1.0,12.5
BJ Hodge,St George's Park,47.0,135.94080338266383
BJ Hodge,Subrata Roy Sahara Stadium,22.0,115.78947368421052
BJ Hodge,SuperSport Park,71.0,161.36363636363637
BJ Hodge,Wankhede Stadium,26.333333333333332,160.9457671957672
C Green,"Arun Jaitley Stadium, Delhi",17.0,212.5
C Green,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",4.0,66.66666666666666
C Green,"Eden Gardens, Kolkata",6.0,150.0
C Green,"Himachal Pradesh Cricket Association Stadium, Dharamsala",46.0,170.37037037037038
C Green,"M Chinnaswamy Stadium, Bengaluru",17.285714285714285,121.28651460584233
C Green,"MA Chidambaram Stadium, Chepauk, Chennai",21.666666666666668,136.69301712779972
C Green,"Narendra Modi Stadium, Ahmedabad",30.0,137.7964141122036
C Green,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",23.0,127.77777777777776
C Green,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",50.5,172.5
C Green,"Sawai Mansingh Stadium, Jaipur",5.0,83.33333333333334
C Green,"Wankhede Stadium, Mumbai",32.714285714285715,136.62255057603895
C de Grandhomme,Arun Jaitley Stadium,3.0,75.0
C de Grandhomme,Eden Gardens,16.25,92.68092105263158
C de Grandhomme,Feroz Shah Kotla,1.0,50.0
C de Grandhomme,M Chinnaswamy Stadium,15.5,55.35714285714286
C de Grandhomme,M.Chinnaswamy Stadium,15.0,155.81621537503892
C de Grandhomme,MA Chidambaram Stadium,4.0,66.66666666666666
C de Grandhomme,Maharashtra Cricket Association Stadium,8.0,100.0
C de Grandhomme,"Punjab Cricket Association IS Bindra Stadium, Mohali",11.0,157.14285714285714
C de Grandhomme,Rajiv Gandhi International Stadium,35.0,114.70905172413794
C de Grandhomme,"Rajiv Gandhi International Stadium, Uppal",18.0,120.0
C de Grandhomme,Sawai Mansingh Stadium,2.0,66.66666666666666
CA Lynn,Arun Jaitley Stadium,12.5,97.22222222222223
CA Lynn,Eden Gardens,30.1875,120.25897574545826
CA Lynn,Holkar Cricket Stadium,27.0,158.8235294117647
CA Lynn,M Chinnaswamy Stadium,18.75,175.5681818181818
CA Lynn,M.Chinnaswamy Stadium,52.5,131.2820512820513
CA Lynn,MA Chidambaram Stadium,11.0,68.75
CA Lynn,"MA Chidambaram Stadium, Chepauk, Chennai",49.0,140.0
CA Lynn,Punjab Cricket Association IS Bindra Stadium,46.0,209.0909090909091
CA Lynn,"Punjab Cricket Association IS Bindra Stadium, Mohali",84.0,161.53846153846155
CA Lynn,Rajiv Gandhi International Stadium,53.0,118.20880752102917
CA Lynn,"Rajiv Gandhi International Stadium, Uppal",6.0,66.66666666666666
CA Lynn,Saurashtra Cricket Association Stadium,93.0,226.8292682926829
CA Lynn,Sawai Mansingh Stadium,25.0,78.125
CA Lynn,Sharjah Cricket Stadium,45.0,145.16129032258064
CA Lynn,Sheikh Zayed Stadium,13.0,72.22222222222221
CA Lynn,Wankhede Stadium,25.0,130.66308691308691
CA Pujara,Dr DY Patil Sports Academy,10.0,62.5
CA Pujara,Dubai International Cricket Stadium,10.0,55.55555555555556
CA Pujara,Eden Gardens,22.333333333333332,94.17453891138099
CA Pujara,Feroz Shah Kotla,12.0,79.16666666666667
CA Pujara,JSCA International Stadium Complex,5.0,35.714285714285715
CA Pujara,M Chinnaswamy Stadium,13.0,113.33333333333333
CA Pujara,"MA Chidambaram Stadium, Chepauk",1.0,25.0
CA Pujara,"Punjab Cricket Association Stadium, Mohali",51.0,106.25
CA Pujara,"Rajiv Gandhi International Stadium, Uppal",25.0,166.66666666666669
CA Pujara,"Sardar Patel Stadium, Motera",29.0,116.0
CA Pujara,Sharjah Cricket Stadium,37.5,107.31907894736841
CA Pujara,Sheikh Zayed Stadium,10.5,122.14285714285714
CA Pujara,Wankhede Stadium,19.0,105.55555555555556
CH Gayle,Arun Jaitley Stadium,69.0,186.48648648648648
CH Gayle,Brabourne Stadium,75.0,125.0
CH Gayle,Buffalo Park,7.0,100.0
CH Gayle,Dubai International Cricket Stadium,25.0,185.89345437171525
CH Gayle,Eden Gardens,46.666666666666664,129.19903319892708
CH Gayle,Feroz Shah Kotla,49.666666666666664,146.14435679362342
CH Gayle,Himachal Pradesh Cricket Association Stadium,0.0,0.0
CH Gayle,Holkar Cricket Stadium,24.25,112.4570282658518
CH Gayle,JSCA International Stadium Complex,40.0,93.00516795865633
CH Gayle,Kingsmead,42.0,138.66943866943868
CH Gayle,M Chinnaswamy Stadium,36.523809523809526,131.12503800531016
CH Gayle,M.Chinnaswamy Stadium,14.5,152.5
CH Gayle,MA Chidambaram Stadium,5.0,71.42857142857143
CH Gayle,"MA Chidambaram Stadium, Chepauk",33.6,119.72948328267478
CH Gayle,"MA Chidambaram Stadium, Chepauk, Chennai",29.0,105.54621848739495
CH Gayle,Maharashtra Cricket Association Stadium,13.5,51.92307692307692
CH Gayle,"Narendra Modi Stadium, Ahmedabad",19.666666666666668,112.03703703703702
CH Gayle,Newlands,32.0,112.71929824561404
CH Gayle,Punjab Cricket Association IS Bindra Stadium,49.25,140.99899666305916
CH Gayle,"Punjab Cricket Association Stadium, Mohali",44.75,149.3770292207792
CH Gayle,Rajiv Gandhi International Stadium,13.5,118.93939393939394
CH Gayle,"Rajiv Gandhi International Stadium, Uppal",23.8,205.1428571428571
CH Gayle,"Sardar Patel Stadium, Motera",20.0,117.64705882352942
CH Gayle,Saurashtra Cricket Association Stadium,77.0,202.6315789473684
CH Gayle,Sawai Mansingh Stadium,37.6,140.76853642811088
CH Gayle,Shaheed Veer Narayan Singh International Stadium,1.0,25.0
CH Gayle,Sharjah Cricket Stadium,39.333333333333336,125.33092930658854
CH Gayle,Sheikh Zayed Stadium,55.5,110.15037593984962
CH Gayle,St George's Park,14.5,104.54545454545453
CH Gayle,Subrata Roy Sahara Stadium,39.0,145.0
CH Gayle,Wankhede Stadium,34.285714285714285,132.2244613623924
CH Gayle,"Wankhede Stadium, Mumbai",20.333333333333332,121.69312169312171
CH Gayle,"Zayed Cricket Stadium, Abu Dhabi",1.0,25.0
CH Morris,Arun Jaitley Stadium,14.0,117.77777777777777
CH Morris,Brabourne Stadium,19.0,194.54545454545453
CH Morris,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,29.0,157.5
CH Morris,Dubai International Cricket Stadium,7.0,89.09090909090908
CH Morris,Eden Gardens,6.0,74.72222222222223
CH Morris,Feroz Shah Kotla,23.666666666666668,177.49669312169308
CH Morris,M.Chinnaswamy Stadium,2.0,40.0
CH Morris,MA Chidambaram Stadium,0.0,0.0
CH Morris,"MA Chidambaram Stadium, Chepauk",5.8,110.55555555555557
CH Morris,Maharashtra Cricket Association Stadium,14.666666666666666,165.74074074074073
CH Morris,Punjab Cricket Association IS Bindra Stadium,13.5,84.375
CH Morris,"Punjab Cricket Association IS Bindra Stadium, Mohali",9.5,90.83333333333334
